x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014,x0015,y0015,x0016,y0016,x0017,y0017,x0018,y0018,x0019,y0019,x0020,y0020,x0021,y0021,x0022,y0022,x0023,y0023,x0024,y0024,x0025,y0025,x0026,y0026,x0027,y0027,x0028,y0028,x0029,y0029,x0030,y0030,x0031,y0031,x0032,y0032,x0033,y0033,x0034,y0034,x0035,y0035,x0036,y0036,x0037,y0037,x0038,y0038,x0039,y0039,x0040,y0040,x0041,y0041,x0042,y0042,x0043,y0043,x0044,y0044,x0045,y0045,x0046,y0046,x0047,y0047,x0048,y0048,x0049,y0049,x0050,y0050,x0051,y0051,x0052,y0052,x0053,y0053,x0054,y0054,x0055,y0055,x0056,y0056,x0057,y0057,x0058,y0058,x0059,y0059,x0060,y0060,x0061,y0061,x0062,y0062,x0063,y0063,x0064,y0064,x0065,y0065,x0066,y0066,x0067,y0067,x0068,y0068,x0069,y0069,x0070,y0070,x0071,y0071,x0072,y0072,x0073,y0073,x0074,y0074,x0075,y0075,x0076,y0076,x0077,y0077,x0078,y0078,x0079,y0079,x0080,y0080,x0081,y0081,x0082,y0082,x0083,y0083,x0084,y0084,x0085,y0085,x0086,y0086,x0087,y0087,x0088,y0088,x0089,y0089,x0090,y0090,x0091,y0091,x0092,y0092,x0093,y0093,x0094,y0094,x0095,y0095,x0096,y0096,x0097,y0097,x0098,y0098,x0099,y0099,x0100,y0100,x0101,y0101,x0102,y0102,x0103,y0103,x0104,y0104,x0105,y0105,x0106,y0106,x0107,y0107,x0108,y0108,x0109,y0109,x0110,y0110,x0111,y0111,x0112,y0112,x0113,y0113,x0114,y0114,x0115,y0115,x0116,y0116,x0117,y0117,x0118,y0118,x0119,y0119,x0120,y0120,x0121,y0121,x0122,y0122,x0123,y0123,x0124,y0124,x0125,y0125,x0126,y0126,x0127,y0127,x0128,y0128,x0129,y0129,x0130,y0130,x0131,y0131,x0132,y0132,x0133,y0133,x0134,y0134,x0135,y0135,x0136,y0136,x0137,y0137,x0138,y0138,x0139,y0139,x0140,y0140,x0141,y0141,x0142,y0142,x0143,y0143,x0144,y0144,x0145,y0145,x0146,y0146,x0147,y0147,x0148,y0148,x0149,y0149,x0150,y0150,x0151,y0151,x0152,y0152,x0153,y0153,x0154,y0154,x0155,y0155,x0156,y0156,x0157,y0157,x0158,y0158,x0159,y0159,x0160,y0160,x0161,y0161,x0162,y0162,x0163,y0163,x0164,y0164,x0165,y0165,x0166,y0166,x0167,y0167,x0168,y0168,x0169,y0169,x0170,y0170,x0171,y0171,x0172,y0172,x0173,y0173,x0174,y0174,x0175,y0175,x0176,y0176,x0177,y0177,x0178,y0178,x0179,y0179,x0180,y0180,x0181,y0181,x0182,y0182,x0183,y0183,x0184,y0184,x0185,y0185,x0186,y0186,x0187,y0187,x0188,y0188,x0189,y0189,x0190,y0190,x0191,y0191,x0192,y0192,x0193,y0193,x0194,y0194,x0195,y0195,x0196,y0196,x0197,y0197,x0198,y0198,x0199,y0199,x0200,y0200,x0201,y0201,x0202,y0202,x0203,y0203,x0204,y0204,x0205,y0205,x0206,y0206,x0207,y0207,x0208,y0208,x0209,y0209,x0210,y0210,x0211,y0211,x0212,y0212,x0213,y0213,x0214,y0214,x0215,y0215,x0216,y0216,x0217,y0217,x0218,y0218,x0219,y0219,x0220,y0220,x0221,y0221,x0222,y0222,x0223,y0223,x0224,y0224,x0225,y0225,x0226,y0226,x0227,y0227,x0228,y0228,x0229,y0229,x0230,y0230,x0231,y0231,x0232,y0232,x0233,y0233,x0234,y0234,x0235,y0235,x0236,y0236,x0237,y0237,x0238,y0238,x0239,y0239,x0240,y0240,x0241,y0241,x0242,y0242,x0243,y0243,x0244,y0244,x0245,y0245,x0246,y0246,x0247,y0247,x0248,y0248,x0249,y0249,x0250,y0250,x0251,y0251,x0252,y0252,x0253,y0253,x0254,y0254,x0255,y0255,x0256,y0256,x0257,y0257,x0258,y0258,x0259,y0259,x0260,y0260,x0261,y0261,x0262,y0262,x0263,y0263,x0264,y0264,x0265,y0265,x0266,y0266,x0267,y0267,x0268,y0268,x0269,y0269,x0270,y0270,x0271,y0271,x0272,y0272,x0273,y0273,x0274,y0274,x0275,y0275,x0276,y0276,x0277,y0277,x0278,y0278,x0279,y0279,x0280,y0280,x0281,y0281,x0282,y0282,x0283,y0283,x0284,y0284,x0285,y0285,x0286,y0286,x0287,y0287,x0288,y0288,x0289,y0289,x0290,y0290,x0291,y0291,x0292,y0292,x0293,y0293,x0294,y0294,x0295,y0295,x0296,y0296,x0297,y0297,x0298,y0298,x0299,y0299,x0300,y0300,x0301,y0301,x0302,y0302,x0303,y0303,x0304,y0304,x0305,y0305,x0306,y0306,x0307,y0307,x0308,y0308,x0309,y0309,x0310,y0310,x0311,y0311,x0312,y0312,x0313,y0313,x0314,y0314,x0315,y0315,x0316,y0316,x0317,y0317,x0318,y0318,x0319,y0319,x0320,y0320,x0321,y0321,x0322,y0322,x0323,y0323,x0324,y0324,x0325,y0325,x0326,y0326,x0327,y0327,x0328,y0328,x0329,y0329,x0330,y0330,x0331,y0331,x0332,y0332,x0333,y0333,x0334,y0334,x0335,y0335,x0336,y0336,x0337,y0337,x0338,y0338,x0339,y0339,x0340,y0340,x0341,y0341,x0342,y0342,x0343,y0343,x0344,y0344,x0345,y0345,x0346,y0346,x0347,y0347,x0348,y0348,x0349,y0349,x0350,y0350,x0351,y0351,x0352,y0352,x0353,y0353,x0354,y0354,x0355,y0355,x0356,y0356,x0357,y0357,x0358,y0358,x0359,y0359,x0360,y0360,x0361,y0361,x0362,y0362,x0363,y0363,x0364,y0364,x0365,y0365,x0366,y0366,x0367,y0367,x0368,y0368,x0369,y0369,x0370,y0370,x0371,y0371,x0372,y0372,x0373,y0373,x0374,y0374,x0375,y0375,x0376,y0376,x0377,y0377,x0378,y0378,x0379,y0379,x0380,y0380,x0381,y0381,x0382,y0382,x0383,y0383,x0384,y0384,x0385,y0385,x0386,y0386,x0387,y0387,x0388,y0388,x0389,y0389,x0390,y0390,x0391,y0391,x0392,y0392,x0393,y0393,x0394,y0394,x0395,y0395,x0396,y0396,x0397,y0397,x0398,y0398,x0399,y0399,x0400,y0400,x0401,y0401
0,-3.636774546e-06,0,-3.636774546e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,0,-2.887418696e-06,
 , ,-5,-3.571096492e-06, , ,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,-5,-2.479853515e-06,
