x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014,x0015,y0015,x0016,y0016,x0017,y0017,x0018,y0018,x0019,y0019,x0020,y0020,x0021,y0021,x0022,y0022,x0023,y0023,x0024,y0024,x0025,y0025,x0026,y0026,x0027,y0027,x0028,y0028,x0029,y0029,x0030,y0030,x0031,y0031,x0032,y0032,x0033,y0033,x0034,y0034,x0035,y0035,x0036,y0036,x0037,y0037,x0038,y0038,x0039,y0039,x0040,y0040,x0041,y0041,x0042,y0042,x0043,y0043,x0044,y0044,x0045,y0045,x0046,y0046,x0047,y0047,x0048,y0048,x0049,y0049,x0050,y0050,x0051,y0051,x0052,y0052,x0053,y0053,x0054,y0054,x0055,y0055,x0056,y0056,x0057,y0057,x0058,y0058,x0059,y0059,x0060,y0060,x0061,y0061,x0062,y0062,x0063,y0063,x0064,y0064,x0065,y0065,x0066,y0066,x0067,y0067,x0068,y0068,x0069,y0069,x0070,y0070,x0071,y0071,x0072,y0072,x0073,y0073,x0074,y0074,x0075,y0075,x0076,y0076,x0077,y0077,x0078,y0078,x0079,y0079,x0080,y0080,x0081,y0081,x0082,y0082,x0083,y0083,x0084,y0084,x0085,y0085,x0086,y0086,x0087,y0087,x0088,y0088,x0089,y0089,x0090,y0090,x0091,y0091,x0092,y0092,x0093,y0093,x0094,y0094,x0095,y0095,x0096,y0096,x0097,y0097,x0098,y0098,x0099,y0099,x0100,y0100,x0101,y0101,x0102,y0102,x0103,y0103,x0104,y0104,x0105,y0105,x0106,y0106,x0107,y0107,x0108,y0108,x0109,y0109,x0110,y0110,x0111,y0111,x0112,y0112,x0113,y0113,x0114,y0114,x0115,y0115,x0116,y0116,x0117,y0117,x0118,y0118,x0119,y0119,x0120,y0120,x0121,y0121,x0122,y0122,x0123,y0123,x0124,y0124,x0125,y0125,x0126,y0126,x0127,y0127,x0128,y0128,x0129,y0129,x0130,y0130,x0131,y0131,x0132,y0132,x0133,y0133,x0134,y0134,x0135,y0135,x0136,y0136,x0137,y0137,x0138,y0138,x0139,y0139,x0140,y0140,x0141,y0141,x0142,y0142,x0143,y0143,x0144,y0144,x0145,y0145,x0146,y0146,x0147,y0147,x0148,y0148,x0149,y0149,x0150,y0150,x0151,y0151,x0152,y0152,x0153,y0153,x0154,y0154,x0155,y0155,x0156,y0156,x0157,y0157,x0158,y0158,x0159,y0159,x0160,y0160,x0161,y0161,x0162,y0162,x0163,y0163,x0164,y0164,x0165,y0165,x0166,y0166,x0167,y0167,x0168,y0168,x0169,y0169,x0170,y0170,x0171,y0171,x0172,y0172,x0173,y0173,x0174,y0174,x0175,y0175,x0176,y0176,x0177,y0177,x0178,y0178,x0179,y0179,x0180,y0180,x0181,y0181,x0182,y0182,x0183,y0183,x0184,y0184,x0185,y0185,x0186,y0186,x0187,y0187,x0188,y0188,x0189,y0189,x0190,y0190,x0191,y0191,x0192,y0192,x0193,y0193,x0194,y0194,x0195,y0195,x0196,y0196,x0197,y0197,x0198,y0198,x0199,y0199
1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05,1000,-1.80E-05
 , ,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05,990,-1.79E-05
 , , , ,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05,980,-1.80E-05
 , , , , , ,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05,970,-1.84E-05
 , , , , , , , ,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05,960,-1.81E-05
 , , , , , , , , , ,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05,950,-1.73E-05
