4.160084610217820517e-06,8.667667234038779262e-06,8.624827742457105606e-06,8.137170393033831616e-06,9.503672673544030238e-06,8.883120155668995169e-06,6.646956739212618756e-06,5.274043086446548617e-06,5.941322793616385207e-06,5.623296752795247985e-06
7.162083797608550811e-06,9.661598395977057758e-06,1.120927835426876993e-05,1.117610659712743582e-05,9.040416668395637854e-06,8.657099345947193047e-06,8.231989238491707972e-06,7.166235879712493959e-06,5.849441176467367930e-06,4.579728708065103713e-06
6.811175780538379144e-06,9.375703591761337647e-06,1.015417378732900793e-05,1.067384566522340424e-05,9.623179972236839961e-06,8.037895822702169173e-06,7.481833021297158132e-06,7.042338474997000043e-06,6.516861159902577609e-06,5.625404089804605355e-06
5.888199262529455607e-06,8.721944930027101259e-06,1.082395469518940559e-05,1.061682997192182185e-05,1.065844577603048929e-05,9.229974062659808035e-06,7.765369424347740330e-06,6.696945766791493411e-06,6.278172470489196006e-06,5.694907597220141134e-06
7.034553623855554485e-06,1.013951583059089030e-05,1.047044537795331982e-05,1.082306525594279642e-05,1.081307453397726142e-05,1.025316733232180308e-05,8.737072708382552538e-06,7.615921154016919143e-06,7.520247976481661031e-06,5.430858477454445883e-06
6.416232035992597179e-06,1.055695811902252272e-05,1.134714220760339288e-05,1.151270128076625342e-05,1.107851896210297958e-05,1.016528285855141270e-05,8.500062047766772567e-06,8.651864559420532368e-06,6.284110631995706526e-06,6.680619349642267632e-06
5.693580981939118496e-06,9.366056604335320560e-06,1.166499172820289634e-05,9.575725633876185054e-06,8.482637082477128098e-06,8.051397651615418307e-06,7.620389651504214749e-06,7.515194026702399309e-06,6.965170623606062750e-06,7.084154125548159282e-06
8.146344400122171328e-06,1.053957840137410540e-05,9.358735246271632479e-06,9.182114613268767050e-06,9.217374235795552687e-06,9.827447850854711156e-06,9.369371425415487053e-06,5.709703867274202663e-06,6.416805450599673270e-06,5.659782171801954934e-06
6.449669622772226783e-06,8.866491085512083402e-06,1.005875506125195724e-05,1.003246984832145830e-05,9.735594453127140182e-06,9.432820499075810779e-06,8.790727457521943749e-06,7.686914360016564195e-06,6.094574340319763136e-06,5.952785735225924462e-06
6.084165038432681937e-06,8.448067689785984376e-06,9.181734028193945865e-06,7.317202979910273184e-06,7.004863865721451152e-06,8.300434859256592223e-06,7.258098893668509025e-06,6.034600818982952937e-06,4.886750327431928644e-06,6.030078846712806817e-06
