5.887838288260963820e-06,7.148136445199251978e-06,4.883423020615607220e-06,7.282470264823464116e-06,7.372096308569572752e-06,7.384895986302446518e-06,7.422165842651094990e-06,8.454718279984572090e-06,8.292391175574435162e-06,8.287702006588926068e-06,8.921121075150878084e-06,8.826369152261059588e-06,8.239311397323747623e-06,9.116052972861327404e-06,7.965813341651152384e-06,8.390285663628961068e-06,7.823085529751786662e-06,6.860206550062289344e-06,7.608936188651120674e-06,7.582235354443754777e-06,7.068729934268888207e-06,7.761328933945245938e-06,7.477521142127160627e-06,5.963660025341144542e-06,6.671661062780526886e-06,7.051435875531197822e-06,6.315313729470987221e-06,5.492713957718070132e-06,5.844112078319246359e-06,4.834791289743657573e-06,4.066944539963884393e-06,4.095506361927254272e-06,5.170456049561544733e-06,4.354861254861610242e-06,5.176518230843640334e-06,4.770114297645595760e-06,6.166325263285655505e-06,5.379517215529802374e-06,4.475049258808388017e-06,4.592770172317490924e-06
4.156734799339583208e-06,6.169467481034010129e-06,6.764726993507542761e-06,7.113548481328159785e-06,6.592575612944272581e-06,6.174522521930579813e-06,6.279397976292077961e-06,7.279951011823530355e-06,8.659539359186876645e-06,8.288170692020646954e-06,7.736713757678205525e-06,7.754589401492710841e-06,8.439862380457670307e-06,7.930661429335717161e-06,7.197837707055154151e-06,8.722137101837272276e-06,7.317609573534878367e-06,7.804028842810413559e-06,7.045832011867668917e-06,7.991397884960117561e-06,6.946387834680707669e-06,5.632299823637459363e-06,6.076719605223975474e-06,8.046066501946143700e-06,7.271438261782576433e-06,5.850577630712104729e-06,6.829766228221812644e-06,5.390232703544000363e-06,5.682285367864944059e-06,5.587108863289235399e-06,5.861093612942674616e-06,5.306960446650240994e-06,5.369423085053129706e-06,4.593544438232404442e-06,4.936922776673718721e-06,5.075263439065974940e-06,4.952494543930950852e-06,3.848766728424870782e-06,5.210970678151006809e-06,5.080905891409268754e-06
5.292480371193855974e-06,5.524027669945322930e-06,7.052430354765673965e-06,5.498452442913615689e-06,5.627035474274787878e-06,5.856222602233780644e-06,7.142152032980921380e-06,6.121850019831363531e-06,6.221363374418159594e-06,6.091433869756496737e-06,6.996017516947884108e-06,7.412553594126390855e-06,6.853676986171436369e-06,7.858217798748078295e-06,7.943127028191925406e-06,7.231249228863137336e-06,7.952908557053872283e-06,8.193820905164454974e-06,7.482823775518473223e-06,6.743172957013673788e-06,6.443132098081460381e-06,6.544532884597561461e-06,6.104751093426646177e-06,6.491339919844112875e-06,7.068141546736780463e-06,6.862699137549506803e-06,7.061896015341730085e-06,5.412685893474761373e-06,5.292000599571494462e-06,4.767561912533369663e-06,3.372629787778656067e-06,3.584625526810748605e-06,4.931063776473653192e-06,6.155786425384831409e-06,4.878674966659414737e-06,3.886338276223386197e-06,4.115427047650112168e-06,4.523528959866027334e-06,5.007983818966393986e-06,5.320873481131171523e-06
4.085591428587807127e-06,3.900461770161082998e-06,6.084976848925326801e-06,5.763109692686401555e-06,5.961253267332126687e-06,6.366674186704117020e-06,6.649869297773134794e-06,7.327349458997485239e-06,6.143640433863176929e-06,5.570181329745724395e-06,6.120365529772549620e-06,6.537393608715017755e-06,6.193790520384550646e-06,8.606261341565154285e-06,6.907978539247030325e-06,5.120806963637870140e-06,6.789058724603800365e-06,6.723798842049591804e-06,7.134038523998745751e-06,6.782216225833084786e-06,6.327586355410956606e-06,6.832772608972817117e-06,6.199197365318098512e-06,5.469844705011270180e-06,5.627374318155888702e-06,5.559445655680255333e-06,5.879826546748590315e-06,5.013799827976396555e-06,4.898110233965798735e-06,4.030190676688297731e-06,3.898967388289017945e-06,4.341024248804173399e-06,4.435591652219917003e-06,5.204299281233403867e-06,3.558575786821856745e-06,4.517111500249428461e-06,4.072714610565579402e-06,3.442192239976246298e-06,3.949029697560850430e-06,4.239625854830443815e-06
4.883220838170481994e-06,4.467427642036249514e-06,4.837461442001403061e-06,4.735996551766562210e-06,5.865193333546933025e-06,3.961468835751038517e-06,5.922987061608992390e-06,5.140434659368731646e-06,5.735727128451105324e-06,7.239899044453608429e-06,5.895481278429517475e-06,5.525089459724668695e-06,5.990226108448283819e-06,5.848494502178064703e-06,7.313340763270662272e-06,6.564805826346232320e-06,6.526845682535314059e-06,5.086061340320153301e-06,6.502142367221959080e-06,5.900583084880268757e-06,6.332222153917802035e-06,7.413886830415342763e-06,6.519576603566025694e-06,6.663655410799248504e-06,5.488638610933445911e-06,6.286172745731184012e-06,5.822361682400600062e-06,5.221077970009135461e-06,5.441323922233277170e-06,4.735230312625225350e-06,3.621509703876644917e-06,4.120748745443631280e-06,3.063483173228611468e-06,3.931501402961542666e-06,4.465638932494221967e-06,3.873681896050757011e-06,4.350168434975640428e-06,5.266500762517556091e-06,5.257343932885294440e-06,4.239606938309332621e-06
4.353580530436280851e-06,5.640966806420244327e-06,4.945124966789214929e-06,4.919396387563093515e-06,4.452127764341081989e-06,5.284103988514570407e-06,6.063363545368388652e-06,6.623734665072831773e-06,5.244376959470694608e-06,5.971162096486707078e-06,6.080083054739480271e-06,6.735568144973347581e-06,5.648146262568969470e-06,4.471379967551010119e-06,6.561661003297734086e-06,7.110176995798206372e-06,7.275277947752746513e-06,5.919661728014381267e-06,6.693938447463793529e-06,5.149277035541725639e-06,5.992386398295033861e-06,6.270199968058395729e-06,4.795636254966533935e-06,6.372212838031630685e-06,6.821994896121204680e-06,6.014951024154324546e-06,4.407938893370470318e-06,3.229422396865907679e-06,4.858017426943197670e-06,4.395539993996249883e-06,4.989289584150175703e-06,3.807402571374716651e-06,2.859006868201478642e-06,2.326015042175384081e-06,2.445140447115965980e-06,3.800542715073404212e-06,3.960780480504271505e-06,5.718271681424004398e-06,4.497635828220894214e-06,3.817678389448767535e-06
4.080062439271507016e-06,4.763579457659497238e-06,4.835306670733389027e-06,5.048888053247382563e-06,6.286945938813079937e-06,5.299988893637323175e-06,4.231184807901591062e-06,4.943488198918200595e-06,4.068233897889197296e-06,5.102769734916269619e-06,6.827493999163319176e-06,6.186359518307371820e-06,5.209777566121543100e-06,7.608777144423285227e-06,7.381406626644682986e-06,5.520449234621719845e-06,5.824535402946987261e-06,7.601664161618919678e-06,6.330432890141401215e-06,5.517536346462311886e-06,6.604195336526434616e-06,6.752667345325137170e-06,5.588992850735141889e-06,5.534863894480672393e-06,5.616963257814820054e-06,5.148621291381555706e-06,4.293008432679391901e-06,3.829978291953188082e-06,4.283442536781129199e-06,4.603175104650594715e-06,3.038539938822806994e-06,3.610623168302617739e-06,4.642436649709520615e-06,3.241442439125832568e-06,4.186797075600693704e-06,3.432665888544728693e-06,2.667954417227293926e-06,3.779119215937049560e-06,4.488644957999119433e-06,4.836240824819580852e-06
5.137239428132080394e-06,4.170073908360989249e-06,3.026017365324157085e-06,4.256017931807537841e-06,3.993432931055411926e-06,4.836362560639656947e-06,5.782689230259134299e-06,5.504595815730570526e-06,5.681309613126650234e-06,5.107272283086906152e-06,5.237264284730698328e-06,4.444909069118494159e-06,6.553087925432185136e-06,7.598178963488541894e-06,5.500910951271975236e-06,6.866367486642693052e-06,7.070507390164005295e-06,6.776635444606692306e-06,5.913420530442605776e-06,6.086588580265388088e-06,7.584933855323118181e-06,6.794481913232220702e-06,4.934333801366045742e-06,5.059646848489816622e-06,5.062185134768389398e-06,5.412774891868430431e-06,4.397437353346266965e-06,5.557116831377078190e-06,5.296630366362391684e-06,4.313334943572916227e-06,3.953789795072955464e-06,4.035824250670268237e-06,4.304882160665588900e-06,4.088031690551578586e-06,3.609059395295907229e-06,2.123284421942200687e-06,2.526839365110426481e-06,4.001777469128710747e-06,4.824361112369471000e-06,4.867221970744146856e-06
3.952023594872932100e-06,4.405454571860333968e-06,5.337955561607173989e-06,5.818446707468565264e-06,4.397298854883453346e-06,4.691230932518903448e-06,5.516005093102487545e-06,4.113282527168666182e-06,3.959545402163825601e-06,4.448841927833204943e-06,4.910317139977490252e-06,3.994994764146916949e-06,6.320613362538469085e-06,6.313765724256922222e-06,5.877773500333892639e-06,5.017247386903443388e-06,4.132607321495464109e-06,5.818505615323457321e-06,6.375732396890172328e-06,5.784842501775367168e-06,4.539043845186731580e-06,5.048993347962358992e-06,5.455789222119502375e-06,4.873866375009445833e-06,4.792011174123810922e-06,5.311450145543248586e-06,5.236569905204828202e-06,4.540694469564099110e-06,5.200796748691975830e-06,3.468736721967444227e-06,2.395287175893283407e-06,3.518705162270124061e-06,4.171169211420641000e-06,3.495769546393765622e-06,4.530770955722721209e-06,4.723367026005859762e-06,4.282911755332169557e-06,4.319296831622484861e-06,4.594831175476819137e-06,3.637327921555617458e-06
3.889979411695952746e-06,4.104943382648891932e-06,5.415011114686921815e-06,5.712844330795266785e-06,4.708194790491653531e-06,3.912131299996178005e-06,4.385100485396121434e-06,4.717804124700382842e-06,6.301103529056743689e-06,5.143251951061633754e-06,5.301464268107443122e-06,5.936638791538083445e-06,5.772685005398652183e-06,6.021537680943963336e-06,4.612480393856242541e-06,6.116203358350229164e-06,6.210280665325519127e-06,5.500410588255467433e-06,5.178454446532874971e-06,6.064531455437419236e-06,6.114311308494577451e-06,5.441267083314366986e-06,6.162921235594256245e-06,4.339698734486376478e-06,4.279974722081532102e-06,5.317676470021402314e-06,4.574770554607189990e-06,3.944159783235770544e-06,4.149235518302596912e-06,3.061300962190737121e-06,3.869568155020637082e-06,2.562736769171377122e-06,2.913128319675791291e-06,3.340293882981058185e-06,3.272727247581705670e-06,3.465172916355756262e-06,3.444299173553681366e-06,4.291628317088064148e-06,4.380395588873394418e-06,3.274604144831374013e-06
