1.312662982191348384e-05,1.307985696310896800e-05,1.363357395950343772e-05,1.428438808441191250e-05,1.320552461604074521e-05,1.260122712759253468e-05,1.178947365429046188e-05,1.016032008739432821e-05,8.767462280741680563e-06,9.057296527991175384e-06
9.035773312222021439e-06,1.297944256210659635e-05,1.396225448362532915e-05,1.409742518422896126e-05,1.326630491630126165e-05,1.239261299630307164e-05,1.106793743902492767e-05,1.051862763971553147e-05,1.073986754810968218e-05,1.004562030274630989e-05
9.753559318092444445e-06,1.367053943908871933e-05,1.475670666142734931e-05,1.466258206418434165e-05,1.334947263407328221e-05,1.380628753064545322e-05,1.259075439934205401e-05,1.030004631683013839e-05,1.074854624020742366e-05,8.512079538457586141e-06
1.026054982824058973e-05,1.380766601793500645e-05,1.435464383836556815e-05,1.513873228226252050e-05,1.436139522197679561e-05,1.361608222517333191e-05,1.304373646256598537e-05,1.204247557786720348e-05,1.161535518697549361e-05,1.027598449896349981e-05
1.058176912665355461e-05,1.374561313967364241e-05,1.504946059171242708e-05,1.490407579475796513e-05,1.429907500266825709e-05,1.356409681589038522e-05,1.239878964910579507e-05,1.176165847958502133e-05,1.132573158798405340e-05,9.824354466909904931e-06
9.916818330825562217e-06,1.276844473014244284e-05,1.365869996669914212e-05,1.439749465090866442e-05,1.432442394443195213e-05,1.244658644424240636e-05,1.187871118352717795e-05,1.329706092001114847e-05,1.233986250538620896e-05,9.666233996192551722e-06
1.134901093751915101e-05,1.406194872213520967e-05,1.420290768543032982e-05,1.525889491038160707e-05,1.486039023244421816e-05,1.353785801343917183e-05,1.282195249972826873e-05,1.116559723797215360e-05,1.120334226514011816e-05,9.255872850912694259e-06
1.087921906063259815e-05,1.328698885921788434e-05,1.393064957083969013e-05,1.406813828684805045e-05,1.350951179788916470e-05,1.297378763795849584e-05,1.344878423157520310e-05,1.227950681220062617e-05,1.082424118533041173e-05,9.806011634698798228e-06
1.050007146590206023e-05,1.259786681802326697e-05,1.327742085105528549e-05,1.352508413313289973e-05,1.387715279158368897e-05,1.330589140185717827e-05,1.161189583501870585e-05,1.150859603823870198e-05,9.783995469775820582e-06,1.008868884801904708e-05
9.146809010563911868e-06,1.320085423809690260e-05,1.379148997346980762e-05,1.280573971316014388e-05,1.389914554792484117e-05,1.162672196678984579e-05,1.055927640738530886e-05,1.155461228596654493e-05,9.965255432254766565e-06,8.966855357869510043e-06
