1.192858481967755490e-05,-8.497729777643965154e-06,-7.733980543783523499e-06,-7.296341745832966321e-06,-5.693860808532671014e-06,-5.923586350150839793e-06,-6.010472159654154020e-06,-1.538732927332870282e-05,-4.497009632271993984e-05,-9.289422434504961286e-05,-1.029874213003286978e-04,-5.990413525937536321e-05,-1.775682998440276703e-05,-5.341860664237531839e-06,-4.795518723056531320e-06,-3.188851465521531835e-06,-3.174464899654497377e-06,-2.318533954572069581e-06,-2.698297091267875649e-06,-1.309077574663196534e-05
1.080130480147956653e-05,1.029949715653159923e-05,1.154034491624093360e-05,1.421339338178056602e-05,1.593758181351289844e-05,1.759853789279246112e-05,1.648630660166229987e-05,7.487102046576120125e-07,-4.508756508680965156e-05,-9.100508404278851652e-05,-6.849959864583819225e-05,-1.387921019322659916e-05,9.260820406765732219e-06,1.390417593275331145e-05,1.568041629299745505e-05,1.551461864373097720e-05,1.634816131280169199e-05,1.880671309426016716e-05,1.865915683412873452e-05,2.334883288511152008e-06
6.836256571423686933e-06,9.318892662306988990e-06,1.283885973769028693e-05,1.567409123788448860e-05,1.879588380589623743e-05,2.167702617869531244e-05,2.291511172969401208e-05,8.872654044026295644e-06,-4.049987750918205068e-05,-8.606433293869216752e-05,-6.456769192391438453e-05,-1.125070237350602823e-05,9.793725131933756135e-06,1.303215362734990418e-05,1.672646019332297513e-05,1.722452432359296228e-05,1.901838174905858976e-05,2.287574471269111174e-05,2.341134608622661212e-05,9.604566228014159226e-06
8.970507427549884120e-07,5.845542460630696976e-06,1.016442383555790566e-05,1.345196575434569298e-05,1.748846233685314439e-05,2.194231066851379337e-05,2.584304911158077206e-05,1.403927000264746501e-05,-3.669918222408548000e-05,-9.023359440333188154e-05,-7.366162621317064467e-05,-1.993797615919700543e-05,2.899059447286048823e-06,8.952536329535892558e-06,1.287347466205542079e-05,1.464061094768672864e-05,1.809720851261962884e-05,2.206794671774557707e-05,2.564032643364254609e-05,1.294654897694206183e-05
-5.482556734472944020e-06,2.014242049442419851e-07,7.248142957775381561e-06,1.081704518236087896e-05,1.567050556073021608e-05,2.019710290375947788e-05,2.433215486336704394e-05,1.418579213033763731e-05,-3.436719172716482283e-05,-9.217903920862647097e-05,-8.115014654214267216e-05,-2.881669197604787628e-05,-4.600273688883989077e-06,4.190526002713366099e-06,7.962624504551185257e-06,1.300725311854303488e-05,1.517852865367470080e-05,1.970560780190382702e-05,2.301718153326584666e-05,1.080119465524544793e-05
-7.834810738146596548e-06,-9.814501862193431821e-07,4.531657407937950425e-06,7.701346603515927798e-06,1.165920790022431674e-05,1.541340540972337982e-05,1.662093101037358220e-05,3.528272385952780614e-06,-3.979264689472328232e-05,-9.050895631072511567e-05,-8.040239727620103840e-05,-3.198250244199296556e-05,-8.309461932296863232e-06,1.313741892081005722e-06,4.861050493080963449e-06,1.001246408547076176e-05,1.211813706830752660e-05,1.490392057746195328e-05,1.523184444473207308e-05,2.710659006621989735e-06
-4.881814454774200522e-06,5.668510173061693830e-07,3.694599687846069856e-06,6.459152939751955609e-06,8.619277005748894989e-06,9.323217077363487202e-06,4.800391718057753722e-06,-1.134179122729030278e-05,-5.258468291139999291e-05,-9.245900126965631298e-05,-7.306820802481701644e-05,-2.573951427114760777e-05,-4.575272870496766296e-06,2.898219202750366621e-06,5.619649189106124733e-06,6.665296118864768178e-06,8.688697498197341264e-06,8.334897992253082372e-06,4.088244233999231144e-06,-1.205176579973702760e-05
2.331376859742048557e-06,4.224020867042723617e-06,4.871002393565807136e-06,6.038278714378632128e-06,5.364446107039411076e-06,4.300259565785589076e-06,-2.320310554863628441e-06,-2.315899349987406508e-05,-6.685350465743387547e-05,-1.010322955969627238e-04,-6.394396167929626259e-05,-1.221819516341883630e-05,4.738923526953425856e-06,6.620699124806864724e-06,6.723223600374885258e-06,5.460217502941281460e-06,5.886374011385652346e-06,3.691533028629440872e-06,-3.502934102681944312e-06,-2.346204643769299217e-05
8.623681449877372034e-06,8.761614044954660146e-06,5.935401264282438361e-06,4.046954246602823827e-06,3.193775083725015899e-06,2.170709554545452329e-06,-5.462784002143792964e-06,-2.668706564833524521e-05,-7.459450992519507076e-05,-1.080217078612669314e-04,-6.220564576562512835e-05,-3.209665616702137108e-06,1.247576896578555278e-05,1.006645982003951878e-05,7.636165396564865190e-06,5.321399747814035535e-06,4.541637794816938231e-06,1.768939984429353700e-06,-5.943544504270864628e-06,-2.604347053299619038e-05
9.182310690102367929e-06,9.213367799157927106e-06,6.347604540083243817e-06,4.238522558190842492e-06,2.516269136777434587e-06,2.275236196846361517e-06,-3.343973344147458225e-06,-2.326216518215338150e-05,-7.377543126612260359e-05,-1.088250552995166095e-04,-6.791056227904423970e-05,-4.428907279185621236e-06,1.290929191349715328e-05,1.092598407565833097e-05,7.373150658219397979e-06,5.654103708355388029e-06,4.037751631966392696e-06,2.265453028803324802e-06,-3.099279156579228981e-06,-2.239503294276936696e-05
