30500, 3.811000e-05
30490, 3.642610e-05
30480, 3.641120e-05
30470, 4.002480e-05
30460, 2.329060e-05
30450, 3.736490e-05
30440, 3.423570e-05
30430, 3.594930e-05
30420, 3.395250e-05
30410, 3.212710e-05
30400, 3.749160e-05
30390, 3.057000e-05
30380, 3.780450e-05
30370, 4.512090e-05
30360, 4.490490e-05
30350, 3.548730e-05
30340, 3.509990e-05
30330, 2.978750e-05
30320, 2.683710e-05
30310, 3.327450e-05
30300, 3.165030e-05
30290, 3.626970e-05
30280, 3.656020e-05
30270, 3.429530e-05
30260, 3.789390e-05
30250, 3.169500e-05
30240, 3.939890e-05
30230, 3.536810e-05
30220, 3.375140e-05
30210, 3.052530e-05
30200, 3.427290e-05
30190, 3.217180e-05
30180, 3.331180e-05
30170, 2.907230e-05
30160, 2.241890e-05
30150, 2.095860e-05
30140, 2.405060e-05
30130, 3.303610e-05
30120, 3.504030e-05
30110, 4.820550e-05
30100, 4.030790e-05
30090, 4.769140e-05
30080, 5.061200e-05
30070, 4.450260e-05
30060, 4.935290e-05
30050, 5.043320e-05
30040, 4.819060e-05
30030, 5.735480e-05
30020, 5.138690e-05
30010, 6.321860e-05
30000, 6.356140e-05
29990, 6.469390e-05
29980, 7.661480e-05
29970, 9.209710e-05
29960, 1.078700e-04
29950, 1.224810e-04
29940, 1.414350e-04
29930, 1.624830e-04
29920, 1.907580e-04
29910, 2.184370e-04
29900, 2.184370e-04
29890, 2.184370e-04
29880, 2.184370e-04
29870, 2.184370e-04
29860, 2.184370e-04
29850, 2.184370e-04
29840, 2.184370e-04
29830, 2.184370e-04
29820, 2.184370e-04
29810, 2.184370e-04
29800, 2.184370e-04
29790, 2.184370e-04
29780, 2.184370e-04
29770, 2.184370e-04
29760, 2.184370e-04
29750, 2.184370e-04
29740, 2.184370e-04
29730, 2.184370e-04
29720, 2.184370e-04
29710, 2.184370e-04
29700, 2.184370e-04
29690, 2.184370e-04
29680, 2.184370e-04
29670, 2.184370e-04
29660, 2.184370e-04
29650, 4.091140e-05
29640, 8.748520e-05
29630, 9.827360e-05
29620, 1.359520e-04
29610, 2.184370e-04
29600, 2.184370e-04
