30000, 6.750270e-05
29990, 8.054120e-05
29980, 8.850590e-05
29970, 9.962220e-05
29960, 1.164080e-04
29950, 1.183750e-04
29940, 1.413530e-04
29930, 1.670130e-04
29920, 1.906760e-04
29910, 2.354990e-04
29900, 2.893820e-04
29890, 3.482720e-04
29880, 4.344010e-04
29870, 5.513470e-04
29860, 6.916560e-04
29850, 8.604560e-04
29840, 1.070330e-03
29830, 1.361620e-03
29820, 1.566890e-03
29810, 1.786360e-03
29800, 1.892810e-03
29790, 1.775150e-03
29780, 1.313690e-03
29770, 4.115120e-04
29760, 8.215940e-04
29750, 2.120270e-03
29740, 3.072990e-03
29730, 3.325480e-03
29720, 2.760190e-03
29710, 1.640800e-03
29700, 4.789850e-04
29690, 3.564380e-04
29680, 6.217990e-04
