2.336528132346319557e-07,3.399394116713249020e-07,2.472068558499682620e-07,2.219169015386859812e-07,2.133388736622682654e-07,6.655658912866017179e-07,3.298130392705579662e-07,5.341693458237245902e-07,5.439014315319563805e-07,2.541471075142903711e-07
3.416423407934799762e-07,9.861125047910249694e-08,2.883636521818932138e-07,3.381708613945574394e-07,1.802916453018811594e-07,4.336464730518361261e-07,4.798632782427545369e-08,4.680000727510245205e-07,2.464907528240766144e-07,3.010826660592964649e-07
1.484992372105963703e-07,4.767843875072685939e-07,2.205185743982192861e-07,3.755430018547095210e-07,5.830671379668901043e-07,4.267294915685949171e-07,2.594595705131520384e-07,6.128976627064699256e-07,2.857490273160660482e-07,4.696096509379585811e-07
4.264162914227604653e-07,1.850634809491199141e-07,7.006392819430718638e-07,1.468850662012865894e-07,3.494961696805197422e-07,6.495587146809176579e-07,5.420351322119700200e-07,5.722222879656227041e-07,8.033750967278091257e-07,4.214337719525548329e-07
1.143206957573839732e-07,2.149331672840519760e-07,6.592856876009185986e-08,3.127684325765530833e-07,1.911699501704066851e-07,5.698920253485650858e-07,3.882356954963122472e-08,5.080331345334258444e-07,5.252083099956869478e-07,2.215027170477786411e-07
3.826846881814900389e-07,2.767027398024791920e-07,1.334301805009658730e-07,8.640906502480529426e-08,3.412509275598445632e-07,3.808216371640386245e-07,1.235115370783853446e-07,5.558723147071898098e-07,2.715677240703198199e-07,5.143298746914223474e-07
2.554133895698619496e-07,3.227066142569397767e-07,3.990889214294423284e-07,7.290064948877974420e-07,3.846414233853011087e-07,6.248873429373631602e-07,1.566698876541664830e-07,7.011884475275278567e-07,2.107473768194704573e-07,3.140530501956155185e-07
3.378780858905430648e-07,5.621928542776778448e-07,3.066892687071966554e-08,6.280195301853603198e-07,4.969602083973260408e-07,4.174051850346923855e-07,4.110377411257252769e-07,7.651532586742449547e-07,9.091875422936021943e-07,2.997262944200835031e-07
3.259660611025296904e-08,5.575746293411364240e-07,1.603368804260673959e-07,5.625951916949118064e-07,2.779202111047284912e-07,5.344645181519434836e-07,5.409440390237045998e-07,3.073993219008656878e-07,2.064491135422699478e-07,2.266599115831684869e-07
3.311063689119910158e-07,3.221586984088360256e-07,3.492955956482486014e-07,5.568916477934437118e-07,2.192620025684055775e-08,5.894436986887779009e-07,2.982078413985655546e-07,7.550749845275144094e-07,3.324908000585988758e-07,1.481242301706266054e-07
