30000, -7.772490e-05
29995, -8.082440e-05
29990, -7.438710e-05
29985, -7.700970e-05
29980, -8.440060e-05
29975, -9.083790e-05
29970, -1.003750e-04
29965, -1.001360e-04
29960, -1.053810e-04
29955, -1.208790e-04
29950, -1.273160e-04
29945, -1.313700e-04
29940, -1.459130e-04
29935, -1.590260e-04
29930, -1.711850e-04
29925, -1.857290e-04
29920, -2.081400e-04
29915, -2.250680e-04
29910, -2.524870e-04
29905, -2.782360e-04
29900, -3.054160e-04
29895, -3.411790e-04
29890, -3.767030e-04
29885, -4.260560e-04
29880, -4.730240e-04
29875, -5.226170e-04
29870, -5.974810e-04
29865, -6.647150e-04
29860, -7.431540e-04
29855, -8.235010e-04
29850, -9.286440e-04
29845, -1.035220e-03
29840, -1.146320e-03
29835, -1.269820e-03
29830, -1.412880e-03
29825, -1.533750e-03
29820, -1.657020e-03
29815, -1.761680e-03
29810, -1.863960e-03
29805, -1.931200e-03
29800, -1.937640e-03
29795, -1.879940e-03
29790, -1.727350e-03
29785, -1.489170e-03
29780, -1.133210e-03
29775, -6.840270e-04
29770, -1.208790e-04
29765, 5.064050e-04
29760, 1.193770e-03
29755, 1.867780e-03
29750, 2.506750e-03
29745, 3.016250e-03
29740, 3.332630e-03
29735, 3.449220e-03
29730, 3.365050e-03
29725, 2.986450e-03
29720, 2.462400e-03
29715, 1.863250e-03
29710, 1.215470e-03
29705, 6.151240e-04
29700, 9.393740e-05
29695, -3.035090e-04
29690, -5.641020e-04
29685, -6.818810e-04
29680, -6.794970e-04
29675, -5.927120e-04
29670, -4.529970e-04
29665, -2.937340e-04
29660, -1.440060e-04
29655, -1.668940e-05
29650, 7.224130e-05
29645, 1.084810e-04
29640, 1.015670e-04
29635, 9.155320e-05
29630, 8.153960e-05
29625, 1.013280e-04
29620, 1.459130e-04
29615, 2.093320e-04
29610, 2.956410e-04
29605, 3.969690e-04
29600, 4.749320e-04
29595, 5.142730e-04
29590, 5.171340e-04
29585, 4.644410e-04
29580, 3.621600e-04
29575, 2.224450e-04
29570, 8.297010e-05
29565, -4.744550e-05
29560, -1.475820e-04
29555, -2.133860e-04
29550, -2.403270e-04
29545, -2.205380e-04
29540, -1.752390e-04
29535, -1.320850e-04
29530, -8.535430e-05
29525, -5.769750e-05
29520, -3.886250e-05
29515, -3.337880e-05
29510, -3.767040e-05
29505, -3.552460e-05
29500, -2.479560e-05
29495, -1.192100e-06
29490, 3.671670e-05
29485, 8.773850e-05
29480, 1.311310e-04
29475, 1.752390e-04
29470, 1.964580e-04
29465, 1.893050e-04
29460, 1.752390e-04
29455, 1.504430e-04
29450, 1.144410e-04
29445, 8.177800e-05
29440, 6.485030e-05
29435, 4.839920e-05
29430, 3.862400e-05
29425, 3.266360e-05
29420, 2.813350e-05
29415, 2.813350e-05
29410, 7.152590e-06
29405, -1.358990e-05
29400, -3.623990e-05
29395, -5.221390e-05
29390, -5.292920e-05
29385, -6.055860e-05
29380, -5.722070e-05
29375, -4.839920e-05
29370, -2.551090e-05
29365, -1.072890e-05
29360, 3.099460e-06
29355, 2.598770e-05
29350, 3.695510e-05
29345, 5.245230e-05
29340, 5.245230e-05
29335, 4.982970e-05
29330, 4.744550e-05
29325, 4.649190e-05
29320, 5.340600e-05
29315, 4.863760e-05
29310, 4.911450e-05
29305, 3.910090e-05
29300, 3.051780e-05
29295, 2.861030e-05
29290, 1.811990e-05
29285, 8.106290e-06
29280, 4.053140e-06
