30500, 2.598770e-05
30490, 2.789510e-05
30480, 3.266360e-05
30470, 3.075620e-05
30460, 3.194830e-05
30450, 2.884880e-05
30440, 2.741830e-05
30430, 2.145780e-05
30420, 2.098100e-05
30410, 2.312670e-05
30400, 2.646460e-05
30390, 2.813350e-05
30380, 2.551090e-05
30370, 2.193460e-05
30360, 2.264990e-05
30350, 2.050410e-05
30340, 3.051780e-05
30330, 2.527250e-05
30320, 3.361730e-05
30310, 2.598770e-05
30300, 2.932560e-05
30290, 3.266360e-05
30280, 2.741830e-05
30270, 3.147150e-05
30260, 2.360360e-05
30250, 2.431880e-05
30240, 3.004090e-05
30230, 2.121940e-05
30220, 1.859680e-05
30210, 2.360360e-05
30200, 2.479560e-05
30190, 2.360360e-05
30180, 2.098100e-05
30170, 2.193460e-05
30160, 2.026570e-05
30150, 2.074250e-05
30140, 2.622620e-05
30130, 3.457090e-05
30120, 1.883520e-05
30110, 2.861030e-05
30100, 2.813350e-05
30090, 3.123310e-05
30080, 3.504780e-05
30070, 3.504780e-05
30060, 3.480930e-05
30050, 4.267720e-05
30040, 3.957770e-05
30030, 5.126020e-05
30020, 5.102180e-05
30010, 5.507490e-05
30000, 6.079700e-05
29990, 7.009550e-05
29980, 7.081080e-05
29970, 8.654640e-05
29960, 9.131480e-05
29950, 1.044280e-04
29940, 1.204020e-04
29930, 1.297010e-04
29920, 1.604570e-04
29910, 1.897820e-04
29900, 2.336510e-04
29890, 2.875350e-04
29880, 3.552460e-04
29870, 4.410760e-04
29860, 5.505120e-04
29850, 6.940400e-04
29840, 8.721390e-04
29830, 1.067410e-03
29820, 1.290810e-03
29810, 1.459610e-03
29800, 1.558070e-03
29790, 1.501810e-03
29780, 1.138930e-03
29770, 4.229560e-04
29760, 5.774540e-04
29750, 1.689920e-03
29740, 2.533930e-03
29730, 2.797380e-03
29720, 2.368470e-03
29710, 1.454360e-03
29700, 4.568120e-04
29690, 2.720370e-04
29680, 5.538500e-04
29670, 4.622950e-04
29660, 2.183920e-04
29650, 3.600140e-05
29640, 8.130120e-05
29630, 9.012270e-05
29620, 1.020440e-04
29610, 2.081400e-04
29600, 3.433250e-04
29590, 4.205720e-04
29580, 3.588220e-04
29570, 1.831060e-04
29560, 3.027930e-05
29550, 1.673710e-04
29540, 1.766690e-04
29530, 1.189710e-04
29520, 6.127400e-05
29510, 3.480930e-05
