3.903393307775234860e-05,3.574813839538392238e-05,3.672583271259486704e-05,3.315229160666212697e-05,2.608500853715962513e-05,2.112734963674634634e-05,1.619699532804127855e-05,1.507404610080244593e-05,1.423267103066470599e-05,1.646174807560117685e-05,1.725423645234040518e-05,2.247916113052411783e-05,2.736310243629047699e-05,3.128819886332856443e-05,3.280233387135710391e-05,3.084036754778967830e-05,2.586256433523191026e-05,1.942030809470350082e-05,1.603181706600311564e-05,1.461520595723940345e-05,1.491020185515568597e-05,1.642334195107984321e-05,1.911560418461224508e-05,2.236251906025032437e-05,2.682735046411820502e-05,3.225583056200519410e-05,3.427655861355253175e-05,3.260710588808633223e-05
3.826034738866962507e-05,3.737781445872126164e-05,3.289185046395854198e-05,2.426837764491609009e-05,1.594650163540320867e-05,1.170464229483848218e-05,1.060208885703966255e-05,1.141592659419689361e-05,1.395200953818751538e-05,1.803972428887966008e-05,2.270369325120532181e-05,2.807879473267656370e-05,3.518590882997740343e-05,3.554690245694097877e-05,3.334934938977603092e-05,2.473143050204188321e-05,1.692019431695624380e-05,1.299398227293263376e-05,1.215240558401506769e-05,1.337926614334681051e-05,1.614301911498017546e-05,2.063375771702025208e-05,2.583752419540964393e-05,3.115936192071383460e-05,3.736394955862043494e-05,3.940053813533045456e-05,3.629554975890404706e-05,2.961436203476856962e-05
3.488088514631370560e-05,3.511014472000639248e-05,3.294202514867693437e-05,2.555373219209129037e-05,1.725297000448731654e-05,1.422925326575799925e-05,1.215501638701974003e-05,1.169237730645655977e-05,1.438801298831855240e-05,1.718317987513530253e-05,2.164818223379427457e-05,2.650993834569324707e-05,3.341007478177729459e-05,3.369535644315201425e-05,3.263781843485445385e-05,2.582615277886283326e-05,1.980751304719498030e-05,1.471821410602790560e-05,1.405106595371701051e-05,1.605925276428540001e-05,1.770004682106072067e-05,2.067123571461575328e-05,2.547164518186564278e-05,3.017625489969245558e-05,3.660032469213417029e-05,3.904348042017968400e-05,3.696593898390057820e-05,3.182634272421640769e-05
3.180581674649843402e-05,3.424742090026197639e-05,3.472836491799993503e-05,2.941989268161173670e-05,2.337190748806745671e-05,1.948226877828566339e-05,1.516063401006740823e-05,1.389208443732700017e-05,1.519267612419894901e-05,1.582807383548752355e-05,1.910134709565251842e-05,2.241003687461757372e-05,2.918109594734783898e-05,3.248678845277476961e-05,3.367967218944759109e-05,2.972943822267539471e-05,2.351491133744391376e-05,1.957253871480390780e-05,1.716358414387010364e-05,1.752724356760598838e-05,1.785878395970314487e-05,2.033168126801792650e-05,2.404064970337218399e-05,2.683871812535922985e-05,3.275276710021786760e-05,3.758303204821828906e-05,3.867746818227656667e-05,3.508229353671377582e-05
2.839812007695484037e-05,3.318858746297127555e-05,3.704008921268770425e-05,3.566227642943137254e-05,2.916559236758608058e-05,2.278270934925399419e-05,1.874839967085187184e-05,1.491355060713110112e-05,1.404936576938219178e-05,1.330262693889228611e-05,1.488066157437564666e-05,1.835559212847183070e-05,2.474127646000376371e-05,3.228850309586561262e-05,3.502361892215671656e-05,3.432096100666058483e-05,2.944750654399838781e-05,2.360548003305376486e-05,1.871128699574101264e-05,1.913002049890591216e-05,1.694793983746290558e-05,1.764082230705908846e-05,2.059794452278526064e-05,2.367237425468149531e-05,3.014114231816165848e-05,3.679773048947265627e-05,4.101457591061314126e-05,3.818045266804609005e-05
2.821554727717530932e-05,3.379290158042258036e-05,3.968060090641413869e-05,3.855767831242605444e-05,3.122638032880514075e-05,2.516007449096228734e-05,1.851962852260139976e-05,1.580502614361380915e-05,1.459722668335278594e-05,1.212782970575200583e-05,1.231099336907171186e-05,1.623864643222019439e-05,2.318748370667861347e-05,3.218539739379760810e-05,3.806653268107553666e-05,3.715919539609353927e-05,3.185934659197054493e-05,2.533094164783977726e-05,2.046114736805385557e-05,1.873426398928556113e-05,1.667266869308550151e-05,1.629367688758513467e-05,1.748115059481559336e-05,2.228665459442169688e-05,2.959467732922459331e-05,3.733051422985176460e-05,4.371628069402265119e-05,4.085223654102273887e-05
2.857503110711380934e-05,3.559657864163881844e-05,4.134507655364096074e-05,3.917792797222348540e-05,3.149223483595314929e-05,2.467233381945740462e-05,1.882377382074869538e-05,1.425961096152369260e-05,1.324430052079464286e-05,1.165479864339672148e-05,1.287611074009331407e-05,1.628941877468853696e-05,2.378821138910405637e-05,3.418244952755274032e-05,3.972804388294146646e-05,3.798970428536181947e-05,3.180597786494484516e-05,2.469873827409286708e-05,1.959068315133999889e-05,1.650683664089732300e-05,1.649281376804886772e-05,1.579423925777425239e-05,1.849180468803053701e-05,2.229679172562149271e-05,2.948305922905839028e-05,4.087765347764104012e-05,4.572158344462332134e-05,4.300118642703445820e-05
3.123269854575440492e-05,3.784034511645183174e-05,4.253301535758000892e-05,3.792954252684575676e-05,2.931919623933652622e-05,2.092992411711752101e-05,1.621825859125106950e-05,1.293841647977448440e-05,1.268702845272773864e-05,1.205276185242449409e-05,1.367538108211350935e-05,1.790478423374470285e-05,2.538472619546487251e-05,3.612517566737049907e-05,3.954937624780345166e-05,3.665778274769331354e-05,2.875104445457073778e-05,2.179213861422996161e-05,1.689127849850262183e-05,1.508413020422979835e-05,1.428678837537641723e-05,1.630506931942214444e-05,1.854339633601149385e-05,2.393275284411030174e-05,3.188593706694691627e-05,4.184159482828148731e-05,4.449190560253141218e-05,4.236893249745114819e-05
3.470646270434618819e-05,4.071912774889672814e-05,4.220975282964305490e-05,3.511881408997218345e-05,2.462408512688488759e-05,1.673520364106718608e-05,1.305536167069344264e-05,1.151099609822972425e-05,1.309256250407391480e-05,1.257244879028647275e-05,1.604766817392111377e-05,2.010898004318091163e-05,3.026791990653915037e-05,3.817311629785515747e-05,3.974805737734414068e-05,3.320936232418472705e-05,2.432732784920511635e-05,1.738467856189612382e-05,1.414663155087771724e-05,1.414196630608903146e-05,1.540753842787939980e-05,1.767138669854719063e-05,2.223656927919070089e-05,2.837314762128928815e-05,3.537047488440966361e-05,4.381591226629799835e-05,4.405089663972074342e-05,3.847789396515968150e-05
3.910287787596057087e-05,4.304554730454030311e-05,4.042313993019958459e-05,3.046346495608242408e-05,1.836976185088196815e-05,1.243239519614162699e-05,1.005605644032319105e-05,9.984248953719614700e-06,1.325741628737580206e-05,1.464272160850455131e-05,1.860211365253675221e-05,2.691501076530192468e-05,3.428964958209781787e-05,4.053032933555704859e-05,3.943257086059640161e-05,2.927271918154946448e-05,1.855827582279231421e-05,1.247000098442154141e-05,1.106845141581856548e-05,1.156918347533874161e-05,1.499309621802763372e-05,2.008562198527189593e-05,2.488432488161958667e-05,3.222901986037490665e-05,3.937012175874509903e-05,4.655018339435379378e-05,4.366363121234275525e-05,3.495223985318922393e-05
4.321562705691534950e-05,4.581491975373423937e-05,3.986122968851731410e-05,2.619057094126123000e-05,1.313932428248176473e-05,9.276233156827970268e-06,7.925017641701484180e-06,9.950865941136082513e-06,1.257768840063436006e-05,1.614555697587669386e-05,2.254265003999168828e-05,3.168511438502095821e-05,4.001863925785386131e-05,4.338870935739609050e-05,3.932048394844240582e-05,2.504287396114559169e-05,1.364532283017851436e-05,8.962610063026984922e-06,8.247729317844866424e-06,1.238368897151619080e-05,1.582324132006845841e-05,2.080954297627589009e-05,2.854688804187246377e-05,3.637920843894554550e-05,4.470280112633198699e-05,5.011779281093736455e-05,4.336952396562082093e-05,3.167626600426653267e-05
4.675344515593899775e-05,4.754989877323401393e-05,3.952848173972167310e-05,2.340690038941346804e-05,1.091550289062890930e-05,8.273366869066120502e-06,8.115048689914407780e-06,9.847854521696550626e-06,1.324174558381141655e-05,1.813954982031838403e-05,2.487657448767907422e-05,3.480197474977210996e-05,4.268396745029585698e-05,4.548071228478522228e-05,3.793384160113860985e-05,2.380627090510035990e-05,1.133596157442986511e-05,8.416306158266235050e-06,8.197396781167556391e-06,1.145844776638730339e-05,1.652589563783659558e-05,2.317743834477766643e-05,3.049711930201461018e-05,3.999509433200355873e-05,4.709063394203496627e-05,4.981534748056370130e-05,4.239113408246247356e-05,3.015864671273111523e-05
4.632504794538765824e-05,4.796646672264402706e-05,3.855349361721298335e-05,2.298746351013121865e-05,1.150968014757072337e-05,8.294489390444482026e-06,8.818492525405286024e-06,1.046508743431408736e-05,1.446519392188227659e-05,1.874110254045482146e-05,2.572031525895956055e-05,3.454947553709860123e-05,4.245219354161869834e-05,4.471065792845768346e-05,3.844377092006795389e-05,2.283535430681478724e-05,1.359292539573609008e-05,9.276991469943248841e-06,9.320569731036645780e-06,1.257070158897638168e-05,1.701617951244969575e-05,2.350874601188060939e-05,3.116137086638764411e-05,3.966090495996426815e-05,4.713040410315633052e-05,4.851217934339022852e-05,4.128174568538325981e-05,2.977970880038566113e-05
4.488343108328378547e-05,4.529462581179987323e-05,3.754226888450527876e-05,2.429418394568277033e-05,1.435599856685886383e-05,1.054752679815742471e-05,1.071558266717499475e-05,1.179617378949857495e-05,1.510879657752723381e-05,1.938587917592101082e-05,2.595050885534245247e-05,3.412762797552660753e-05,4.049740077999126143e-05,4.244051851464256564e-05,3.696421284452509995e-05,2.535107984412483359e-05,1.587359995684636485e-05,1.175103846678475507e-05,1.200410081654592329e-05,1.398450447181419975e-05,1.779165228169609365e-05,2.296343843048440553e-05,3.162918111931353532e-05,3.774074955215950429e-05,4.455834760998928466e-05,4.673996381360288974e-05,4.090130238662190008e-05,3.069844215086435952e-05
4.083393958388517630e-05,4.173216542185868540e-05,3.666172427253180791e-05,2.914107031273333514e-05,2.035358430372728256e-05,1.665264657232016531e-05,1.435775360646526804e-05,1.420599959052762658e-05,1.666583515500840628e-05,1.997147030271993415e-05,2.371849040231204664e-05,3.094421685016736021e-05,3.584925132476982166e-05,3.768310092669151543e-05,3.647827557607385420e-05,2.816180775717146018e-05,2.160583391070603274e-05,1.664779366422769683e-05,1.603350400757708495e-05,1.546285722001325018e-05,1.957801616836662783e-05,2.259084048173377318e-05,2.908396501503553511e-05,3.472925738647746643e-05,4.011445124011568306e-05,4.491422959250582518e-05,4.072632975106048499e-05,3.266686138350622580e-05
3.644103897084013076e-05,3.895192390044443099e-05,3.781627935653556285e-05,3.296512033211159169e-05,2.688366291215886180e-05,2.114166387370468661e-05,1.906006490174034777e-05,1.730439270285112906e-05,1.686924581174233337e-05,1.922641924934360749e-05,2.260253881289177639e-05,2.567665132875498820e-05,3.170764652484778435e-05,3.564638698985189057e-05,3.795231496917838893e-05,3.302413124409923472e-05,2.724467115601249224e-05,2.279939388853538458e-05,1.993724735636684376e-05,1.752898204238742449e-05,2.021118208599789783e-05,2.149134008264303426e-05,2.452684653841140009e-05,2.975593436138087813e-05,3.475400457170485107e-05,4.162977231511633700e-05,4.086110211818353875e-05,3.696518243451385526e-05
3.309366547532158014e-05,3.769503867257138177e-05,4.056671737193802071e-05,3.828370690656000076e-05,3.338819713927393960e-05,2.660510100568886285e-05,2.131498646451503338e-05,1.875900350174790403e-05,1.656211020705757248e-05,1.696830078609420692e-05,1.799927262830662000e-05,2.073226973354830635e-05,2.756438777389552929e-05,3.537827645093140724e-05,3.954225826063230312e-05,3.597109735964792987e-05,3.244137806497661289e-05,2.665306406871216193e-05,2.123418916258456305e-05,2.052338187124496264e-05,2.000002985391376615e-05,2.030530367813423716e-05,2.160171404373464736e-05,2.531703965546676808e-05,3.181973807900907193e-05,3.934315347942818786e-05,4.331547138719336600e-05,4.239140275666268451e-05
3.073071664065294019e-05,3.805992382926710969e-05,4.340126973190086383e-05,4.248260102278393423e-05,3.624136512774067209e-05,2.884396253104142756e-05,2.258688522313337887e-05,1.952830960113207136e-05,1.678197853849723828e-05,1.614945973975120630e-05,1.627454053937815403e-05,1.752496980058121078e-05,2.522127439436685199e-05,3.480935410918734447e-05,4.220257178515959817e-05,3.957866545419249548e-05,3.519479248019929030e-05,2.768181850761394910e-05,2.304212533712500418e-05,2.067350737633434678e-05,1.873838214672172994e-05,1.913904493136807530e-05,1.918724947016125216e-05,2.217319656387328766e-05,3.054358102363042161e-05,3.887140051679851996e-05,4.497279220440709085e-05,4.374195184791627549e-05
3.150148804850830671e-05,3.899624161900382748e-05,4.654094002192166293e-05,4.433417551045892852e-05,3.702143270435038808e-05,2.768729328658996820e-05,2.209859385821390040e-05,1.800231048390445374e-05,1.537747533459686710e-05,1.500392328811952590e-05,1.624640280999613311e-05,1.772273437151685528e-05,2.603748643234915806e-05,3.608531573284637291e-05,4.359481550255779267e-05,4.266342287201573918e-05,3.502735194546677011e-05,2.703078840382229958e-05,2.210495895793271901e-05,1.960091630263233029e-05,1.721120264358831268e-05,1.818997760001086952e-05,1.826145896526775865e-05,2.187363758630961750e-05,3.036503884179568368e-05,3.978552951894830103e-05,4.603671993867755960e-05,4.390990367732832355e-05
3.474129675118039633e-05,4.121124126821379071e-05,4.725907806203240644e-05,4.328640569099614249e-05,3.400617125601175143e-05,2.497419371539557356e-05,1.973383720284952229e-05,1.720428931613588141e-05,1.494920937090138775e-05,1.437794146775986117e-05,1.639453063904515806e-05,1.922463082782886138e-05,2.833825963768764699e-05,3.779096667641278136e-05,4.437606278395613121e-05,4.090721738265035276e-05,3.326494126874240487e-05,2.421700327655075183e-05,1.944453197930642348e-05,1.752375407451463763e-05,1.637604644520760123e-05,1.679739911841690356e-05,1.886989383831100958e-05,2.334593369824198081e-05,3.250169542884916998e-05,4.164725646322059736e-05,4.558391109833559120e-05,4.331960246806815343e-05
